PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Rod Strickland,WAS,30,82,44,38,36.6,17.2,6.3,13.5,46.6,0.2,0.9,16.9,4.5,6.1,73.8,1.2,2.9,4.1,8.9,3.3,1.7,0.2,2,37.8,31,0,1
Gary Grant,MIA,32,28,21,7,13,3.9,1.4,3.9,35.5,0.5,1.6,30.4,0.6,0.8,81.8,0.3,1.1,1.4,1.6,1,0.6,0,1.4,8.7,0,0,1
Marcus Brown,POR,23,21,11,10,8.7,3.9,1.3,3.3,40,0.6,1.5,40.6,0.6,0.9,68.4,0.2,0.5,0.7,1,0.6,0.4,0.1,1.2,7,0,0,1
Horacio Llamas,PHX,23,20,16,4,4.9,1.7,0.8,1.4,53.6,0,0,0,0.2,0.4,50,0.2,0.7,0.9,0.2,0.6,0.5,0.3,1.3,4.8,0,0,1
Chris Carr,MIN,23,55,28,27,15,6.1,2.3,4.9,46.1,0.6,1.6,35.2,1,1.3,76.7,0.6,1.5,2.1,0.9,0.7,0.4,0.2,1.7,11.1,0,0,0.9
Gary Trent,POR,22,82,49,33,23.4,10.8,4.4,8.2,53.6,0,0.1,0,2,2.8,69.9,1.9,3.3,5.2,1.1,1.6,0.6,0.4,2.3,20.1,6,0,0.9
Jud Buechler,CHI,29,76,65,11,9.2,1.8,0.8,2.1,36.7,0.2,0.7,33.3,0.1,0.2,35.7,0.6,1.1,1.7,0.8,0.4,0.3,0.3,0.7,6.4,0,0,0.9
Fred Hoiberg,IND,24,47,24,23,12.2,4.8,1.4,3.3,42.9,0.6,1.5,41.4,1.3,1.6,79.2,0.3,1.4,1.7,0.9,0.5,0.6,0.1,1.1,9.8,0,0,0.9
Derek Fisher,LAL,22,80,55,25,11.5,3.9,1.3,3.3,39.7,0.3,0.9,30.1,1,1.5,65.8,0.3,0.9,1.2,1.5,0.9,0.5,0.1,1.1,8.4,0,0,0.9
Kobe Bryant,LAL,18,71,48,23,15.5,7.6,2.5,5.9,41.7,0.7,1.9,37.5,1.9,2.3,81.9,0.7,1.2,1.9,1.3,1.6,0.7,0.3,1.4,13.2,0,0,0.8
Terry Cummings,SEA,36,45,31,14,18.3,8.2,3.4,7.1,48.6,0.1,0.1,60,1.3,1.8,69.5,1.6,2.5,4.1,0.9,1,0.7,0.2,2.5,16.1,0,0,0.8
Dell Curry,CHH,33,68,43,25,30.6,14.8,5.6,12.3,45.9,1.9,4.4,42.6,1.7,2.1,80.3,0.6,2.5,3.1,1.7,1.4,0.9,0.2,2.2,23,0,0,0.8
Jamal Mashburn,MIA,24,69,34,35,31.3,11.9,4.1,10.8,38.5,1.3,4,32.5,2.3,3.3,70.2,1,3.3,4.3,2.9,1.7,1.1,0.2,2.7,23.7,2,0,0.8
Howard Eisley,UTA,24,82,64,18,13.2,4.5,1.7,3.8,45.1,0.2,0.9,27.8,0.9,1.1,78.7,0.2,0.8,1,2.4,1.3,0.5,0.1,1.7,10,0,0,0.8
Calbert Cheaney,WAS,25,79,42,37,30.6,10.6,4.7,9.2,50.5,0.1,0.4,13.3,1.2,1.7,69.3,0.9,2.5,3.4,1.4,1.2,1,0.2,2.9,19.2,1,0,0.7
Terry Porter,MIN,34,82,40,42,19.2,6.9,2.3,5.5,41.6,0.8,2.4,33.5,1.5,2,76.5,0.4,1.8,2.1,3.6,1.6,0.7,0.1,1.3,15.7,4,0,0.6
Mark West,CLE,36,70,36,34,13.7,3.2,1.4,2.6,55.6,0,0,0,0.4,0.8,48.2,1,1.7,2.7,0.3,0.7,0.2,0.8,2,8.9,1,0,0.6
Jermaine O'Neal,POR,18,45,31,14,10.2,4.1,1.5,3.4,45.1,0,0,0,1,1.7,60.3,0.9,1.9,2.8,0.2,0.6,0,0.6,1,9,0,0,0.6
Shandon Anderson,UTA,23,65,56,9,16.4,5.9,2.3,4.9,46.2,0.4,0.7,51.1,1,1.5,68.7,0.8,2,2.8,0.8,1.1,0.4,0.1,1.7,10.9,0,0,0.6
Henry James,ATL,31,53,39,14,17.9,6.7,2.4,5.8,41,1.4,3.4,42.2,0.6,0.7,83.3,0.5,1,1.5,0.4,0.5,0.2,0,1.8,9.3,0,0,0.6
Kevin Salvadori,SAC,26,23,14,9,6.7,1.6,0.5,1.4,36.4,0,0,0,0.6,0.8,72.2,0.3,0.8,1.1,0.4,0.5,0.1,0.6,0.7,5,0,0,0.6
Chris Whitney,WAS,25,82,44,38,13.6,5.2,1.7,4,42.1,0.7,2,35.6,1.1,1.4,83.2,0.2,1.1,1.3,2.2,0.8,0.6,0,1.2,11.2,0,0,0.5
Dean Garrett,MIN,30,68,30,38,24.5,8,3.3,5.7,57.3,0,0,0,1.4,2,69.6,2.2,5.1,7.3,0.6,0.5,0.6,1.4,2.3,23,14,0,0.5
Reggie Geary,CLE,23,39,22,17,6.2,1.5,0.6,1.5,37.9,0.2,0.5,38.1,0.1,0.3,45.5,0.1,0.3,0.4,0.9,0.4,0.3,0.1,0.9,4.1,0,0,0.5
Darrell Armstrong,ORL,29,67,34,33,15.1,6.1,2,5.1,38.3,0.8,2.7,30.4,1.4,1.6,86.8,0.5,0.6,1.1,2.6,1.5,0.9,0.1,1.7,13.1,1,0,0.5
Scott Brooks,NYK,31,38,29,9,6.5,1.5,0.5,1,48.7,0.1,0.3,41.7,0.4,0.4,93.3,0.2,0.3,0.5,0.8,0.4,0.6,0,0.9,4.4,0,0,0.5
Duane Ferrell,IND,32,62,33,29,18,6.4,2.6,5.4,47.2,0.3,0.7,40.9,0.9,1.5,61.7,0.9,1.4,2.3,1.1,0.9,0.6,0.1,1.9,11.9,0,0,0.5
Mitchell Butler,POR,26,49,29,20,9.4,3,1.1,2.6,41.6,0.2,0.8,30.8,0.7,1,64,0.4,0.7,1.1,0.6,0.6,0.3,0,1.1,5.6,0,0,0.4
Shane Heal,MIN,26,43,15,28,5.3,1.7,0.6,2.3,26.8,0.5,1.5,30.8,0.1,0.1,60,0,0.4,0.4,0.8,0.4,0.1,0.1,0.5,3.4,0,0,0.4
Scott Burrell,GSW,26,57,25,32,16.5,5.2,1.7,4.8,36.4,0.7,2,35.3,1,1.3,75,0.9,1.9,2.8,1.3,0.9,0.5,0.3,2.1,12,0,0,0.4
David Wingate,SEA,33,65,49,16,14.3,3.6,1.4,3.3,41.6,0.4,1.1,35.2,0.5,0.6,82.5,0.4,0.8,1.1,1.2,0.6,0.7,0.1,1.7,8.5,0,0,0.4
Rumeal Robinson,POR,30,54,38,16,9.3,3.3,1.2,3,40.2,0.3,1,32.1,0.5,0.6,74.3,0.1,0.8,0.9,1.4,0.8,0.4,0,1.1,7,0,0,0.4
Jaren Jackson,WAS,29,75,41,34,15.1,5,1.8,4.4,40.7,0.7,2.1,33.5,0.7,0.9,76.8,0.4,1.3,1.8,0.9,0.8,0.6,0.2,1.7,10,0,0,0.4
Dontonio Wingfield,POR,23,47,30,17,12,4.5,1.7,4.1,40.9,0.6,1.6,33.8,0.6,0.9,67.5,1.3,1.6,2.9,1,1,0.3,0.1,2.1,9.7,1,0,0.4
Harvey Grant,WAS,31,78,42,36,20.6,4.1,1.7,4,41.1,0.4,1.1,31.5,0.4,0.5,76.9,0.8,2.5,3.3,0.9,0.4,0.6,0.6,2.1,12.6,0,0,0.4
Othella Harrington,HOU,23,57,37,20,15.1,4.8,2,3.6,54.9,0,0.1,0,0.9,1.4,60.5,1.3,2.2,3.5,0.3,1,0.2,0.4,2,10.2,1,0,0.4
Jalen Rose,IND,24,66,31,35,18,7.3,2.6,5.7,45.6,0.3,1.1,29.2,1.8,2.4,75,0.4,1.4,1.8,2.3,1.6,0.9,0.3,2.1,14.8,0,0,0.3
Kevin Willis,HOU,34,75,51,24,26.2,11.2,4.7,9.7,48.1,0,0.2,14.3,1.9,2.7,69.3,1.9,5.5,7.5,0.9,1.6,0.6,0.4,2.9,23,21,0,0.3
Sean Rooks,LAL,27,69,47,22,10.7,3.8,1.3,2.7,47,0,0,0,1.3,1.9,70,0.8,1.6,2.4,0.6,0.7,0.2,0.6,1.8,9.2,2,0,0.3
Brent Scott,IND,26,16,7,9,3.4,1.2,0.5,1.1,47.1,0,0,0,0.2,0.4,50,0.2,0.4,0.6,0.2,0.3,0.1,0.1,0.9,2.3,0,0,0.3
Matt Bullard,HOU,30,71,47,24,14.4,4.5,1.6,4,40.1,0.9,2.6,36.6,0.4,0.5,73.5,0.2,1.5,1.6,0.9,0.5,0.3,0.3,1,9,0,0,0.3
Ruben Nembhard,POR,25,10,7,3,11.4,4,1.6,3.7,43.2,0,0.6,0,0.8,1,80,0.3,0.5,0.8,1.7,0.8,0.9,0,1.2,9.4,0,0,0.3
Terry Dehere,LAC,25,73,30,43,14.4,6.4,2,5.2,38.6,0.7,2.2,32.5,1.7,2,82.4,0.2,1.1,1.3,2.2,1.3,0.4,0,1.9,11.2,0,0,0.3
Corie Blount,LAL,28,58,40,18,17.3,4.2,1.6,3.1,51.4,0,0.1,33.3,1,1.4,67.5,1.9,2.8,4.8,0.6,0.9,0.4,0.4,2.1,12.4,6,0,0.3
Greg Graham,SEA,26,28,23,5,6.9,3.3,1,2.9,36.3,0.3,1.1,29,0.9,1.4,65,0.1,0.4,0.5,0.4,0.4,0.4,0,0.4,5.5,0,0,0.3
Malik Rose,CHH,22,54,34,20,9.7,3,1.1,2.4,47.7,0,0,0,0.7,1.1,61.3,1.3,1.7,3,0.6,0.8,0.5,0.3,2.1,9.2,0,0,0.2
John Wallace,NYK,23,68,48,20,11.6,4.8,1.8,3.5,51.7,0,0.1,50,1.2,1.6,71.8,0.8,1.5,2.3,0.5,1.1,0.3,0.4,1.5,9.2,1,0,0.2
Tony Delk,CHH,23,61,39,22,14.2,5.4,2,4.2,46.5,0.9,1.8,46.4,0.7,0.8,82.4,0.5,1.1,1.6,1.6,1.1,0.6,0.1,1.2,10.8,1,0,0.2
Matt Geiger,CHH,27,49,34,15,21.3,8.9,3.5,7.1,48.9,0.1,0.4,30,1.8,2.6,70.1,2,3.2,5.3,0.8,1.4,0.4,0.6,3.1,17.9,4,0,0.2
Walter McCarty,NYK,23,35,24,11,5.4,1.8,0.7,1.9,38.2,0.1,0.4,28.6,0.2,0.4,57.1,0.2,0.4,0.7,0.4,0.5,0.2,0.3,1.1,4.1,0,0,0.2
Mark Bradtke,PHI,28,36,6,30,6.9,1.6,0.7,1.6,43.1,0,0,0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.3,0.1,0.1,0.9,4.8,0,0,0.2
Shawnelle Scott,CLE,25,16,4,12,3,1.3,0.5,1,50,0,0,0,0.3,0.7,36.4,0.5,0.5,1,0,0,0,0.2,0.4,3,0,0,0.1
Yinka Dare,NJN,24,41,12,29,7.7,1.4,0.5,1.3,35.2,0,0,0,0.5,0.9,51.4,0.9,1.1,2,0.1,0.5,0.1,0.7,1.2,5.7,0,0,0.1
Reggie Slater,TOR,26,26,8,18,15.6,7.8,3.2,5.7,55,0,0.1,0,1.5,2.9,52,1.5,2.1,3.7,0.8,1.1,0.3,0.2,1.3,14,2,0,0.1
Bob Sura,CLE,24,82,42,40,27.7,9.2,3.1,7.2,43.1,0.6,2,32.3,2.4,3.9,61.4,0.9,2.8,3.8,4.8,2.2,1.1,0.4,2.7,23.2,5,0,0.1
Dale Davis,IND,28,80,39,41,32.4,10.4,4.6,8.6,53.8,0,0,0,1.2,2.7,42.8,3.8,5.9,9.7,0.7,1.4,0.8,1,2.9,26.9,27,0,0.1
Steve Hamer,BOS,23,35,4,31,7.6,2.2,0.9,1.6,52.6,0,0.1,0,0.5,0.8,55.2,0.5,1.2,1.7,0.2,0.4,0.1,0.1,1.1,4.7,0,0,0.1
Charles Jones,HOU,40,12,7,5,7.7,0.3,0.2,0.4,40,0,0,0,0,0,0,0.4,0.7,1.1,0.3,0,0.2,0.3,0.7,3.5,0,0,0.1
Ivano Newbill,ATL,26,72,49,23,11.8,1.4,0.6,1.3,44,0,0,0,0.3,0.7,38.5,1.1,1.8,2.8,0.3,0.6,0.4,0.2,1.6,6.5,0,0,0.1
Tony Smith,CHH,29,69,43,26,18.7,5,2,4.9,40.9,0.5,1.4,32.3,0.6,0.9,64.4,0.6,0.8,1.4,2.2,1.1,0.7,0.3,1.6,11.8,0,0,0.1
Xavier McDaniel,NJN,34,62,19,43,18.9,5.6,2.2,5.7,38.9,0.1,0.4,20,1,1.4,73,2,3.1,5.1,1,1.1,0.6,0.3,2.3,14.7,4,0,0.1
Cherokee Parks,MIN,24,76,38,38,12.7,3.3,1.4,2.7,51,0,0,0,0.6,1,60.5,1.1,1.5,2.6,0.4,0.4,0.5,0.6,2,10.2,0,0,0.1
Greg Foster,UTA,28,79,62,17,11.6,3.5,1.4,3.1,45.3,0,0,66.7,0.7,0.8,83.1,0.7,1.7,2.4,0.4,0.7,0.1,0.3,1.8,7.4,0,0,0
Antonio Lang,CLE,25,64,32,32,13.2,2.7,1.1,2.5,42,0,0.1,0,0.5,0.8,72.9,0.8,1.2,2,0.5,0.8,0.5,0.5,1.7,8,0,0,0
Randy Livingston,HOU,22,64,41,23,15.3,3.9,1.6,3.6,43.7,0.1,0.3,40.9,0.7,1,64.6,0.5,1,1.5,2.4,1.6,0.6,0.2,1.7,10.2,0,0,0
,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lamond Murray,LAC,24,74,31,43,17.5,7.4,2.4,5.9,41.6,0.4,1.2,34.1,2.1,2.9,73.9,1.1,2,3.1,0.8,1.2,0.7,0.4,1.5,14.5,2,0,0
Doug Overton,PHI,27,61,17,44,10.5,3.6,1.3,3.1,42.6,0.2,0.7,25,0.7,0.8,93.8,0.3,0.8,1.1,1.7,0.6,0.4,0,0.7,7.9,0,0,0
Reggie Jordan,MIN,29,19,7,12,6.8,2.1,0.8,1.4,61.5,0,0,0,0.4,0.9,47.1,0.6,0.8,1.4,0.6,0.4,0.4,0.2,0.8,5.9,0,0,-0.1
Johnny Newman,MIL,33,82,33,49,25.1,8.7,3,6.7,45,0.4,1.2,34.7,2.3,3,76.5,0.8,1.5,2.3,1.4,1.4,0.9,0.2,3.1,15.5,0,0,-0.1
Dickey Simpkins,CHI,25,48,41,7,8.2,1.9,0.6,1.9,33.3,0,0.1,25,0.6,0.8,70,0.8,1.2,1.9,0.6,0.7,0.1,0.1,0.9,5.1,0,0,-0.1
David Wood,MIL,32,46,17,29,5.1,1.2,0.4,0.8,52.6,0.1,0.3,33.3,0.3,0.4,66.7,0.1,0.5,0.6,0.3,0.1,0.2,0.1,0.8,3.1,0,0,-0.1
Dan Schayes,ORL,38,45,25,20,12,3,1,2.7,39.2,0,0,0,0.9,1.2,75,0.9,1.9,2.8,0.3,0.6,0.3,0.4,1.6,8.2,1,0,-0.1
Stephen Howard,UTA,26,49,42,7,8.5,3.6,1.3,2.2,57.4,0,0,0,1.1,1.7,64.2,0.6,1.1,1.7,0.2,0.5,0.4,0.2,1.3,7.4,0,0,-0.2
Oliver Miller,TOR,27,61,22,39,18.9,4.8,2,3.9,51.7,0,0,0,0.8,1.3,60.8,1.7,3.3,5,1.4,1.5,0.8,1,3,16.9,3,0,-0.2
Jerome Williams,DET,24,33,19,14,5.3,1.5,0.6,1.5,39.2,0,0,0,0.3,0.5,52.9,0.7,0.8,1.5,0.2,0.4,0.4,0,0.5,4.5,0,0,-0.2
Ricky Pierce,CHH,37,60,31,29,20.9,11,4,8.3,48.1,0.7,1.6,44.2,2.3,2.6,89.7,0.6,1.4,2,1.3,1.1,0.5,0.2,1.6,16.1,0,0,-0.3
Derek Strong,ORL,29,82,45,37,24.5,8.5,3.2,7.1,44.7,0,0.2,0,2.1,2.7,80.3,2.1,4.2,6.3,0.9,1.2,0.6,0.2,2.4,18.7,7,0,-0.3
Derrick McKey,IND,30,50,24,26,28.9,8,3,7.6,39.1,0.3,1.2,25.9,1.8,2.5,72.4,1.6,3.2,4.8,2.7,1.7,0.9,0.6,2.8,20.8,2,0,-0.3
Priest Lauderdale,ATL,23,35,26,9,5.1,3.2,1.4,2.5,55.1,0,0,0,0.4,0.7,56.5,0.5,0.8,1.2,0.3,1.1,0,0.3,1.1,5,0,0,-0.3
Darvin Ham,IND,23,36,13,23,8.7,2.3,0.9,1.7,53.2,0,0,0,0.5,1,48.6,0.8,0.8,1.6,0.4,0.6,0.3,0.2,1.6,5.6,0,0,-0.4
Elliot Perry,MIL,28,82,33,49,19.5,6.9,2.6,5.6,47.4,0.6,1.7,35.8,1,1.3,74.5,0.3,1.2,1.5,3,1.4,1.2,0,1.4,15.6,0,0,-0.4
Randolph Childress,DET,24,23,16,7,6.6,1.7,0.6,1.7,35,0.2,0.8,26.3,0.3,0.3,75,0,0.2,0.3,0.7,0.8,0.4,0,0.7,3.5,0,0,-0.4
Bison Dele,CHI,28,9,6,3,15.3,7,2.9,7,41.3,0,0,0,1.2,1.7,73.3,1.6,2.1,3.7,1.3,1.2,0.3,0.6,2.2,14.8,0,0,-0.4
Rick Mahorn,DET,38,22,17,5,9.9,2.5,0.9,2.5,37,0,0,0,0.7,1,72.7,0.9,1.5,2.4,0.3,0.5,0.2,0.1,1.5,6.3,0,0,-0.5
Vitaly Potapenko,CLE,22,80,40,40,15.5,5.8,2.3,5.3,44,0,0,50,1.2,1.6,73.6,1.3,1.4,2.7,0.5,1.4,0.3,0.4,2.7,10.7,0,0,-0.5
Willie Anderson,MIA,30,28,22,6,10.7,3,1,2.3,45.3,0.3,0.7,42.1,0.6,0.7,85,0.5,1,1.5,1.2,0.7,0.5,0.1,1.3,7.8,0,0,-0.5
Eric Snow,SEA,24,67,49,18,11.4,3,1.1,2.4,45.1,0.1,0.2,26.7,0.7,1,71.2,0.3,0.8,1,2.4,0.7,0.6,0,1.4,8.8,0,0,-0.5
Eric Murdock,DEN,29,12,4,8,9.6,3.8,1.3,2.8,45.5,0.3,0.8,40,0.9,1,91.7,0.1,0.8,0.9,2,0.9,0.8,0.2,0.8,9.7,0,0,-0.5
Eldridge Recasner,ATL,29,71,48,23,16.9,5.7,2.1,4.9,42.3,0.8,2,41.4,0.7,0.8,87.9,0.5,1.1,1.6,1.3,0.9,0.5,0.1,1.4,10.5,0,0,-0.5
Marcus Camby,TOR,23,63,24,39,30.1,14.8,6,12.3,48.2,0,0.2,14.3,2.9,4.2,69.3,2.1,4.2,6.3,1.5,2.1,1,2.1,3.4,31.9,8,0,-0.5
Eric Leckner,VAN,31,20,1,19,6.5,1.7,0.7,1.7,42.4,0,0,0,0.3,0.6,50,0.3,1.6,1.8,0.3,0.5,0.2,0.1,1.8,4.5,0,0,-0.6
Sam Mack,HOU,27,52,34,18,17.4,5.6,2,5,40.1,0.9,2.7,33.1,0.7,0.8,83.3,0.4,1.7,2,1.1,0.8,0.6,0.1,1.3,10.9,0,0,-0.6
Melvin Booker,GSW,24,21,8,13,19.8,5.8,2.2,4.9,45.1,0.6,1.8,32.4,0.9,1,90,0.3,1,1.3,2.4,1.3,0.1,0.1,1.3,10.5,0,0,-0.6
Ben Wallace,WAS,22,34,21,13,5.7,1.1,0.5,1.4,34.8,0,0,0,0.2,0.6,30,0.7,1,1.7,0.1,0.5,0.2,0.3,0.8,4.4,0,0,-0.6
Keith Tower,MIL,27,5,2,3,14.5,1.4,0.6,1.6,37.5,0,0,0,0.2,1.6,12.5,0.4,1.4,1.8,0.2,0.4,0.4,0.2,2.4,5.3,0,0,-0.6
Ben Davis,PHX,24,20,12,8,4.9,1.5,0.5,1.3,38.5,0,0,0,0.5,1,45,0.6,0.8,1.4,0,0.2,0.2,0.1,0.8,3.7,0,0,-0.7
Antonio Harvey,SEA,26,6,6,0,4.4,2.5,0.8,1.8,45.5,0,0,0,0.8,1,83.3,0.3,1.3,1.7,0.2,0.2,0,0.7,1.3,6.6,0,0,-0.7
Chris Dudley,POR,32,81,48,33,22.7,3.9,1.6,3.6,43,0,0,0,0.8,1.7,47.4,2.5,4.8,7.3,0.5,1,0.5,1.2,3,17.4,2,0,-0.7
Cuonzo Martin,MIL,25,3,0,3,4.3,0,0,2.3,0,0,0.7,0,0,0,0,0.3,0,0.3,0.3,0.3,0,0,0.3,0.6,0,0,-0.7
Earl Cureton,TOR,39,9,1,8,5,0.8,0.3,0.9,37.5,0,0,0,0.1,0.3,33.3,0.4,0.6,1,0.4,0.1,0,0,1.1,2.5,0,0,-0.7
Matt Fish,MIA,27,6,5,1,1.3,0.3,0.2,0.5,33.3,0,0,0,0,0,0,0.2,0.7,0.8,0,0.3,0,0,0.3,1,0,0,-0.7
Tim Legler,WAS,30,15,10,5,12.2,2.9,1,3.2,31.3,0.5,1.9,27.6,0.4,0.5,85.7,0,1.4,1.4,0.5,0.6,0.2,0.3,1.4,6.3,0,0,-0.7
Felton Spencer,GSW,29,73,24,49,21.4,5.1,1.9,3.9,48.9,0,0,0,1.3,2.2,58.4,2.2,3.5,5.7,0.3,1.2,0.5,0.7,3.8,14.6,1,0,-0.7
Greg Minor,BOS,25,23,6,17,23.8,9.6,4.1,8.5,48,0,0.3,12.5,1.3,1.6,86.1,1.3,2.2,3.5,1.5,1,0.7,0.1,2,17.2,0,0,-0.7
Kurt Thomas,MIA,24,18,10,8,20.8,6.3,2.2,5.8,37.1,0,0.1,0,1.9,2.6,76.1,1.7,4.2,5.9,0.5,1.4,0.7,0.5,3.7,16.3,1,0,-0.7
Walt Williams,TOR,27,73,28,45,36.3,16.4,5.7,13.5,42.7,2.4,6,40,2.5,3.3,76.5,1.4,3.6,5,2.7,2.4,1.3,0.8,3.9,30.7,2,0,-0.7
Andrew Lang,MIL,31,52,24,28,23,5.3,2.2,4.8,46.4,0,0,0,0.8,1.2,72.1,1.8,3.5,5.3,0.5,0.8,0.5,0.9,2.7,15.9,2,0,-0.7
Darrin Hancock,ATL,25,24,17,7,5.7,1.8,0.7,1.5,45.7,0,0,0,0.4,0.6,71.4,0.2,0.6,0.8,0.5,0.5,0.4,0,0.6,4.2,0,0,-0.8
Jimmy Carruth,MIL,27,4,0,4,4.8,1.3,0.5,0.8,66.7,0,0,0,0.3,0.3,100,0,1,1,0,0.3,0,0.5,1,3.7,0,0,-0.8
Joe Wolf,MIL,32,56,23,33,9.3,1.7,0.7,1.6,44.9,0,0.1,14.3,0.3,0.3,73.7,0.6,1.4,2,0.4,0.3,0.3,0.2,1.9,5.7,0,0,-0.8
Bobby Hurley,SAC,26,49,18,31,12.8,2.9,0.9,2.6,36.8,0.3,0.9,31.1,0.8,1.1,69.8,0.2,0.6,0.8,3,1.1,0.6,0.1,1.1,9,1,0,-0.8
Ray Allen,MIL,21,82,33,49,31,13.4,4.8,11.1,43,1.4,3.6,39.3,2.5,3,82.3,1.2,2.8,4,2.6,1.8,0.9,0.1,2.7,23.3,0,0,-0.8
Rony Seikaly,ORL,32,74,41,33,35.3,17.3,6.2,12.3,50.7,0,0,0,4.8,6.8,71.4,3.7,5.8,9.5,1.2,2.9,0.7,1.4,3.7,33.8,32,0,-0.8
Mark Hendrickson,PHI,23,29,5,24,10.3,2.9,1.1,2.7,41.6,0.1,0.4,25,0.6,0.9,69.2,1.2,2,3.2,0.1,0.5,0.3,0.1,1.1,7.9,1,0,-0.8
Carl Thomas,CLE,27,19,13,6,4,1.1,0.5,1.3,37.5,0.1,0.6,16.7,0.1,0.1,100,0.2,0.5,0.7,0.4,0.3,0.1,0.1,0.4,2.7,0,0,-0.8
Mark Jackson,IND,32,82,31,51,37.2,9.9,3.5,8.3,42.6,0.8,2.2,37.1,2,2.6,78.9,1.1,3.7,4.8,11.4,3.3,1.2,0.1,2,33.4,34,4,-0.8
Vin Baker,MIL,25,78,31,47,40.5,21,8.1,16,50.5,0.2,0.7,27.8,4.6,6.7,68.7,3.4,6.9,10.3,2.7,3.1,1.1,1.4,3.5,41.7,45,0,-0.8
Vincent Askew,DEN,31,43,19,24,19.5,5.6,1.9,4.3,43.5,0.2,0.6,29.2,1.6,2,79.5,0.6,1.7,2.3,2.1,1.1,0.4,0.1,2.9,12,0,0,-0.8
John Crotty,MIA,27,48,35,13,13.8,4.8,1.6,3.2,51.3,0.4,1,40.8,1.1,1.3,84.4,0.3,0.7,1,2.1,0.9,0.4,0,1.6,9.4,0,0,-0.9
Tony Dumas,PHX,24,24,6,18,11.6,3.6,1.4,4,34.4,0.2,1.2,14.3,0.7,1,64,0.1,0.5,0.7,1,0.7,0.4,0.1,1.9,6.8,0,0,-0.9
Martin Lewis,TOR,22,9,3,6,5.6,1.6,0.7,1.6,42.9,0.1,0.3,33.3,0.1,0.2,50,0.4,0.2,0.7,0.4,0.1,0.1,0.2,0.9,3.9,0,0,-0.9
Don Reid,DET,23,47,31,16,9.8,2.8,1.1,2.4,48.2,0,0,0,0.5,0.7,75,0.8,1.4,2.1,0.3,0.5,0.3,0.3,2.2,7.3,1,0,-0.9
Fred Roberts,DAL,36,12,4,8,3.4,1.8,0.5,1.3,40,0,0,0,0.8,1.2,71.4,0.2,0.7,0.8,0,0.4,0,0.1,0.2,2.7,0,0,-0.9
Greg Dreiling,DAL,33,40,7,33,9.7,2,0.9,1.9,45.9,0,0,100,0.3,0.7,40.7,0.5,1.4,1.9,0.3,0.2,0.2,0.2,1.6,5.6,0,0,-0.9
Brian Evans,ORL,23,14,8,6,4.1,1.4,0.6,1.6,36.4,0.3,0.6,50,0,0,0,0.1,0.5,0.6,0.5,0.1,0.1,0.1,0.4,3.4,0,0,-0.9
David Vaughn,ORL,24,35,17,18,8.5,2.3,0.9,2.1,43.1,0,0,0,0.5,0.9,63.3,1,1.7,2.7,0.2,0.8,0.2,0.4,1.2,7,0,0,-1
Tyus Edney,SAC,24,70,31,39,19.6,6.9,2.1,5.6,38.4,0.1,0.6,19,2.5,3.1,82.3,0.5,1.1,1.6,3.2,1.6,0.9,0,1.4,14.8,1,0,-1
James Robinson,MIN,26,69,33,36,19,8.3,2.8,7,40.7,1.5,3.9,38.2,1.1,1.7,68.4,0.3,1.3,1.6,1.8,1,0.4,0.1,1.8,13.6,0,0,-1
Joe Courtney,SAS,27,9,3,6,11.2,2.8,1.2,3.3,36.7,0,0,0,0.3,0.6,60,1,0.8,1.8,0,0.3,0,0,1.6,4.6,0,0,-1
Rafael Addison,CHH,32,41,30,11,8.6,3.1,1.2,3,40.2,0.2,0.5,40,0.5,0.7,78.6,0.5,0.6,1.1,0.8,0.4,0.2,0.1,1.3,6.1,0,0,-1
Michael Smith,SAC,25,81,34,47,31,6.6,2.5,4.6,53.9,0,0,0,1.6,3.2,49.6,3.2,6.3,9.5,2.4,1.6,1,0.7,3.1,25.2,12,0,-1.1
Erick Dampier,IND,21,72,37,35,14.6,5.1,1.8,4.7,39,0,0,100,1.5,2.3,63.7,1.3,2.8,4.1,0.6,1.2,0.3,1,2.1,13.6,2,0,-1.1
Shawn Respert,TOR,25,41,15,26,12.1,4.2,1.4,3.4,42.4,0.5,1.4,35.1,0.8,1,87.2,0.3,0.6,1,1,0.7,0.5,0,1,7.7,0,0,-1.1
Chucky Brown,MIL,29,70,25,45,10.8,2.9,1.1,2.2,50.6,0,0.1,16.7,0.7,1,67.1,0.6,1.5,2.1,0.4,0.3,0.1,0.3,1.4,7.1,0,0,-1.1
Sam Cassell,NJN,27,61,20,41,28.1,15.9,5.5,12.8,43,1.3,3.8,35.1,3.5,4.1,84.5,0.8,2.2,3,5,2.8,1.3,0.3,3.3,28.9,7,0,-1.1
